bucket_ids,bucket_name,URL,repName,repemail,expected_per_day,is_event,met_expectations
pYA5oySuapBdmk236,MU game,https://portal.eltoro.com/bucket/pYA5oySuapBdmk236,Alyssa Rydell,alyssa.rydell@eltoro.com,,,
s4JyhtHSBBQSFKiuy,WKU - MTSU Preview Day - 11/06 - TF,https://portal.eltoro.com/bucket/s4JyhtHSBBQSFKiuy,Alyssa Rydell,alyssa.rydell@eltoro.com,,,
HtFTuk5cBjTut7Ffo,Archive - 2022 Bragging Rights Game,https://portal.eltoro.com/bucket/HtFTuk5cBjTut7Ffo,Alyssa Rydell,alyssa.rydell@eltoro.com,,,
xbk6wJtGs8pwjMxa4,Archive - 2022 Bragging Rights Game and Parking,https://portal.eltoro.com/bucket/xbk6wJtGs8pwjMxa4,Alyssa Rydell,alyssa.rydell@eltoro.com,,,
YTijmsEQ6swGCYmxe,v2 - 2022 Bragging Rights Game and Parking,https://portal.eltoro.com/bucket/YTijmsEQ6swGCYmxe,Alyssa Rydell,alyssa.rydell@eltoro.com,,,
tXmrMcfa2dm7Kp4E5,Redrawper129689,https://portal.eltoro.com/bucket/tXmrMcfa2dm7Kp4E5,Alyssa Rydell,alyssa.rydell@eltoro.com,,,
pSw9xhrkRbQSME2MH,Zoo Knoxville Update***,https://portal.eltoro.com/bucket/pSw9xhrkRbQSME2MH,Alyssa Rydell,alyssa.rydell@eltoro.com,,,
REAsAQmxwEShgpxzr,PCMA 2023 VR,https://portal.eltoro.com/bucket/REAsAQmxwEShgpxzr,Alyssa Rydell,alyssa.rydell@eltoro.com,,,
jH68gTPo6G8cX2vDe,PCMA 2023 VR 2.0,https://portal.eltoro.com/bucket/jH68gTPo6G8cX2vDe,Alyssa Rydell,alyssa.rydell@eltoro.com,,,
EhH2eKyv234yKLfgh,Rutherford County: 6-Month Buckets,https://portal.eltoro.com/bucket/EhH2eKyv234yKLfgh,Alyssa Rydell,alyssa.rydell@eltoro.com,,,
BqQtGmBEQm3KSLRQg,Rutherford County: Nashville Superspeedway,https://portal.eltoro.com/bucket/BqQtGmBEQm3KSLRQg,Alyssa Rydell,alyssa.rydell@eltoro.com,,,
SjpzdcSrd78iKGdYQ,Rutherford County: Siegel Soccer Complex PT1,https://portal.eltoro.com/bucket/SjpzdcSrd78iKGdYQ,Alyssa Rydell,alyssa.rydell@eltoro.com,,,
JM4zvfTuYmE5hHMNK,Rutherford County: Siegel Soccer Complex PT2,https://portal.eltoro.com/bucket/JM4zvfTuYmE5hHMNK,Alyssa Rydell,alyssa.rydell@eltoro.com,,,
G9wEPfRJgXCHSwLMC,Rutherford County: TN Miller Coliseum PT1,https://portal.eltoro.com/bucket/G9wEPfRJgXCHSwLMC,Alyssa Rydell,alyssa.rydell@eltoro.com,,,
LZMnARbwYMLvQqACi,Rutherford County: Cedar Stone Park,https://portal.eltoro.com/bucket/LZMnARbwYMLvQqACi,Alyssa Rydell,alyssa.rydell@eltoro.com,,,
YsMX5stBQxnZAM3MP,Rutherford County: Adams Tennis Complex,https://portal.eltoro.com/bucket/YsMX5stBQxnZAM3MP,Alyssa Rydell,alyssa.rydell@eltoro.com,,,
iJNKi9YXdjrunoiNp,Rutherford County: TN Livestock Center,https://portal.eltoro.com/bucket/iJNKi9YXdjrunoiNp,Alyssa Rydell,alyssa.rydell@eltoro.com,,,
4KxQNhdSG8MRCeGJd,Mass Bridal Show Jan 7 2023,https://portal.eltoro.com/bucket/4KxQNhdSG8MRCeGJd,Alyssa Rydell,alyssa.rydell@eltoro.com,,,
6LKhM2mjQxWnBBuWZ,Gold's Gym,https://portal.eltoro.com/bucket/6LKhM2mjQxWnBBuWZ,Alyssa Rydell,alyssa.rydell@eltoro.com,,,
aDQYo6wfLSFhwbDYL,Anaheim Bridal Show Jan 8 2023,https://portal.eltoro.com/bucket/aDQYo6wfLSFhwbDYL,Alyssa Rydell,alyssa.rydell@eltoro.com,,,
r3hLETngBqu69XLsB,GCSAA - VR,https://portal.eltoro.com/bucket/r3hLETngBqu69XLsB,Alyssa Rydell,alyssa.rydell@eltoro.com,,,
riRbaWsbHLFvXJi34,Springs Home Show - Colorado,https://portal.eltoro.com/bucket/riRbaWsbHLFvXJi34,Alyssa Rydell,alyssa.rydell@eltoro.com,,,
sAmBxcaw6t8HwHCbv,Murray Racer Day,https://portal.eltoro.com/bucket/sAmBxcaw6t8HwHCbv,Alyssa Rydell,alyssa.rydell@eltoro.com,,,
nBy4FttTHbYLSZYag,Texas VA Medical Centers,https://portal.eltoro.com/bucket/nBy4FttTHbYLSZYag,Alyssa Rydell,alyssa.rydell@eltoro.com,,,
ptRNPbFzv7KNxvitd,Banner @ Venue Replay @ Week 1,https://portal.eltoro.com/bucket/ptRNPbFzv7KNxvitd,Alyssa Rydell,alyssa.rydell@eltoro.com,,,
QoMGrtQSgf6xQMvAQ,North Atlanta Home Show,https://portal.eltoro.com/bucket/QoMGrtQSgf6xQMvAQ,Alyssa Rydell,alyssa.rydell@eltoro.com,,,
nEQttPiSwdS8ha6dT,North Atlanta Home Show,https://portal.eltoro.com/bucket/nEQttPiSwdS8ha6dT,Alyssa Rydell,alyssa.rydell@eltoro.com,,,
rgSWYKgP9Eok3HypR,"Cobb Galleria Centre, Two Galleria Parkway, Atlanta GA 30339",https://portal.eltoro.com/bucket/rgSWYKgP9Eok3HypR,Alyssa Rydell,alyssa.rydell@eltoro.com,,,
xrDufZxwtQWssmjLE,"Blingle Houston - Hall E, 1001 Avenida de las Americas, Houston, TX 77010",https://portal.eltoro.com/bucket/xrDufZxwtQWssmjLE,Alyssa Rydell,alyssa.rydell@eltoro.com,,,
RrqgABdeohvNXaFpj,Heroes Lawncare 102 - Frisco,https://portal.eltoro.com/bucket/RrqgABdeohvNXaFpj,Alyssa Rydell,alyssa.rydell@eltoro.com,,,
XfEfAZsr7PNp5baJC,iFoam #104 Boise - Venue Replay,https://portal.eltoro.com/bucket/XfEfAZsr7PNp5baJC,Alyssa Rydell,alyssa.rydell@eltoro.com,,,
8tAKCfojWSmB4e2Nj,Gatsby Glass 106 - Treasure Valley ID,https://portal.eltoro.com/bucket/8tAKCfojWSmB4e2Nj,Alyssa Rydell,alyssa.rydell@eltoro.com,,,
WeFJo75d2yWywzQzB,Blingle 136 Venue Replay,https://portal.eltoro.com/bucket/WeFJo75d2yWywzQzB,Alyssa Rydell,alyssa.rydell@eltoro.com,,,
oYbPkhcrevTsrKefo,2023 WWETT,https://portal.eltoro.com/bucket/oYbPkhcrevTsrKefo,Alyssa Rydell,alyssa.rydell@eltoro.com,,,
rmmaGpG3cJktGE7sA,GBHG Show 2023,https://portal.eltoro.com/bucket/rmmaGpG3cJktGE7sA,Alyssa Rydell,alyssa.rydell@eltoro.com,,,
cBGuoXMqE2Ac9QWKy,Roane County - Smokin' the Water,https://portal.eltoro.com/bucket/cBGuoXMqE2Ac9QWKy,Alyssa Rydell,alyssa.rydell@eltoro.com,,,
rH4Qh7oAkp5nNoQSj,Roane County - Medieval Faire,https://portal.eltoro.com/bucket/rH4Qh7oAkp5nNoQSj,Alyssa Rydell,alyssa.rydell@eltoro.com,,,
8nfP2tWuhcGYp4kfx,Roane County - Rockin' the Ramp,https://portal.eltoro.com/bucket/8nfP2tWuhcGYp4kfx,Alyssa Rydell,alyssa.rydell@eltoro.com,,,
RQFkjzYCrxZKsz4LE,Roane County - October Sky Festival,https://portal.eltoro.com/bucket/RQFkjzYCrxZKsz4LE,Alyssa Rydell,alyssa.rydell@eltoro.com,,,
Fe9hSGuX2FE6uZwzY,Roane County - TN Pirate Fest,https://portal.eltoro.com/bucket/Fe9hSGuX2FE6uZwzY,Alyssa Rydell,alyssa.rydell@eltoro.com,,,
YWYRA4vDFzyqni8J5,Roane County - K-25 History Center,https://portal.eltoro.com/bucket/YWYRA4vDFzyqni8J5,Alyssa Rydell,alyssa.rydell@eltoro.com,,,
tm5Tv38vkxRXKe8er,Roane County - Fort Southwest Point,https://portal.eltoro.com/bucket/tm5Tv38vkxRXKe8er,Alyssa Rydell,alyssa.rydell@eltoro.com,,,
qbAKw4C7YchNc7pSe,Roane County - Oliver Springs Historical Society Museum,https://portal.eltoro.com/bucket/qbAKw4C7YchNc7pSe,Alyssa Rydell,alyssa.rydell@eltoro.com,,,
qtD6i99PrhDamZbkF,Roane County - Whitestone Inn,https://portal.eltoro.com/bucket/qtD6i99PrhDamZbkF,Alyssa Rydell,alyssa.rydell@eltoro.com,,,
s7hhrhiMgmYY8mnjz,Roane County - Caney Creek RV Resort & Marina,https://portal.eltoro.com/bucket/s7hhrhiMgmYY8mnjz,Alyssa Rydell,alyssa.rydell@eltoro.com,,,
tXTC2LdiB4N8QQSka,2023 ConEx,https://portal.eltoro.com/bucket/tXTC2LdiB4N8QQSka,Alyssa Rydell,alyssa.rydell@eltoro.com,,,
fwMz9wGkF5nLdcFQT,2023 ConEx2,https://portal.eltoro.com/bucket/fwMz9wGkF5nLdcFQT,Alyssa Rydell,alyssa.rydell@eltoro.com,,,
bZt8MaSjBryerMvRm,7900 Renner Road Shawnee KS,https://portal.eltoro.com/bucket/bZt8MaSjBryerMvRm,Alyssa Rydell,alyssa.rydell@eltoro.com,,,
JxurWcL9CfWr5CQQW,"12500 W 119th St, Overland Park, KS 66210",https://portal.eltoro.com/bucket/JxurWcL9CfWr5CQQW,Alyssa Rydell,alyssa.rydell@eltoro.com,,,
