bucket_ids,bucket_name,URL,repName,repemail,expected_per_day,is_event,met_expectations
CQzzsQ9X9hygghGEX,Dazzling Nights 2022,https://portal.eltoro.com/bucket/CQzzsQ9X9hygghGEX,max@eltoro.com,max@eltoro.com,,,
8QwvjTPsfjwDjsiRv,Habitat for Humanity Pensacola_Pensacola Parade_12.10.22,https://portal.eltoro.com/bucket/8QwvjTPsfjwDjsiRv,max@eltoro.com,max@eltoro.com,,,
F2G9XaRdw82vmesMN,Habitat for Humanity Pensacola_Gallery Night_8.19.22,https://portal.eltoro.com/bucket/F2G9XaRdw82vmesMN,max@eltoro.com,max@eltoro.com,,,
9K2amPxFwbxKnkCiE,Habitat for Humanity Pensacola_Gallery Night_11.18.22,https://portal.eltoro.com/bucket/9K2amPxFwbxKnkCiE,max@eltoro.com,max@eltoro.com,,,
4fcQ7ErzEDjP48pYv,Habitat for Humanity Pensacola_Gallery Night_12.16.22,https://portal.eltoro.com/bucket/4fcQ7ErzEDjP48pYv,max@eltoro.com,max@eltoro.com,,,
R8rzhYJjjS76wtaFK,Habitat for Humanity Pensacola_Egg Fest_11.13.22,https://portal.eltoro.com/bucket/R8rzhYJjjS76wtaFK,max@eltoro.com,max@eltoro.com,,,
k7rkrsHDnWf8zy3qi,Habitat for Humanity Pensacola_Gulf Coast Arts Festival_11.3.22-11.50.22,https://portal.eltoro.com/bucket/k7rkrsHDnWf8zy3qi,max@eltoro.com,max@eltoro.com,,,
qtxxgBwcMS3pAdZwa,Habitat for Humanity Pensacola_Seafood Fest_9.23.22-9.25.22,https://portal.eltoro.com/bucket/qtxxgBwcMS3pAdZwa,max@eltoro.com,max@eltoro.com,,,
NC96NZauhK4eiE5Qg,Venue Replay @ Sheraton Phoenix Downtown AZ,https://portal.eltoro.com/bucket/NC96NZauhK4eiE5Qg,max@eltoro.com,max@eltoro.com,,,
yQxbp2QGDRyrwbKBi,"Bridal Show_710 Williamson Rd NE, Roanoke, VA 24016",https://portal.eltoro.com/bucket/yQxbp2QGDRyrwbKBi,max@eltoro.com,max@eltoro.com,,,
